School Name,School State,Zip Code,School Locale,Rate of Full Time Faculty,Faculty Avg. Salary,Enrollment Size,Percent Males,Percent Females,4 Year Retention Rate,Median Househould Income,Avg. Age of Entry,Admission Rate,Avg. Cost,Percent that Received Pell Grant,Percent of Undergraduates that Receive Federal Loan,150% 4 Year Completion Rate (Pooled),Percent Repaying Not in Default 5 Years,Three Year Default Rate,Undergraduate Federal Loan Repayment Rate,Catholic,Average Net Price,Out-In State Tuition Ratio,Debt to Earnings Ratio,Male to Female Ratio,Cluster (hier)
Tennessee State University,TN,37209-1561,11,0.9647,7627,5874,0.382,0.618,0.6376,53809,22,0.7383051957,21684,0.545,0.6241,0.3094,0.3654423654,0.142,1.0669482126,0,12443,2.4114513981,1.1055074181,0.6181229773,24
Tennessee Technological University,TN,38505-0001,33,1,8138,8743,0.5486,0.4514,0.77,49227,21,0.7902,24181,0.3553,0.4353,0.5474,0.658172232,0.048,0.9447660838,0,15929,2.7756883815,0.6578036283,1.2153300842,21
Trevecca Nazarene University,TN,37210,11,1,6786,2238,0.3878,0.6122,0.7619,59625,28,0.6233,37211,0.3643,0.5145,0.5553,0.715437788,0.065,0.9700520109,0,17499,1,0.6203884337,0.6334531199,14
Tusculum University,TN,37743,32,0.6697,5170,1260,0.4579,0.5421,0.6159,49705,23,0.7237,38471,0.5167,0.5764,0.3579,0.5736371033,0.122,1.0200375208,0,17537,1,1.0353516453,0.8446781037,5
Union University,TN,38305-3697,13,0.6311,7361,2036,0.3315,0.6685,0.8378,58820,26,0.5272,53086,0.3132,0.8054,0.6945,0.7028619529,0.041,0.9783453123,0,28249,1,0.6898858552,0.4958863126,14
Vanderbilt University,TN,37240,11,0.8024,14442,6871,0.4841,0.5159,0.97,76279,19,0.0912,70146,0.1577,0.1286,0.933,0.886443662,0.01,0.8758971843,0,19432,1,0.3380408654,0.9383601473,36
Abilene Christian University,TX,79699,12,0.7308,7925,3503,0.3945,0.6055,0.7901,67136,19,0.6148,49538,0.2631,0.5161,0.6404,0.7416127134,0.066,0.9634965797,0,26809,1,0.6998823386,0.6515276631,12
Angelo State University,TX,76909,12,0.7039,7612,5909,0.4356,0.5644,0.6908,49632,21,0.7659,19924,0.317,0.3458,0.3687,0.6159942363,0.107,1.0294036359,0,13819,2.3261751997,0.7016409746,0.7717930546,21
Arlington Baptist University,TX,76012-3425,11,0.3929,3359,145,0.6207,0.3793,0.5135,61756,23,0.8305668222,23431,0.5652,0.8075,0.1786,0.5543478261,0.218,1.0192513092,0,18531,1,1.1667215125,1.6364355392,8
The Art Institute of Houston,TX,77027-9625,11,0.1062,4808,678,0.5162,0.4838,0.5435,66013,25,0.6974966284,29352,0.5882,0.5977,0.2428,0.403811486,0.233,1.0452168706,0,22844,1,1.1859582543,1.0669698222,8
Austin College,TX,75090-4400,13,1,7578,1293,0.4803,0.5197,0.7816,74623,19,0.5128,54690,0.3367,0.5427,0.7128,0.7792207792,0.047,0.9620365933,0,21357,1,0.5665591492,0.924187031,30
Baylor University,TX,76798,12,0.7419,10218,13948,0.4029,0.5971,0.8835,73627,20,0.4533,62913,0.187,0.4194,0.7865,0.7759978992,0.037,0.9151569703,0,36039,1,0.5494777895,0.6747613465,34
Concordia University Texas,TX,78726,11,1,7218,1808,0.3153,0.6847,0.6761,72128,25,0.9045,45435,0.3792,0.551,0.408,0.6342465753,0.086,1.0111293686,0,23444,1,0.7944206181,0.4604936469,14
Texas A & M University-Corpus Christi,TX,78412-5503,11,0.7268,8094,9217,0.3998,0.6002,0.6031,54287,21,0.8,21541,0.4193,0.5081,0.3698,0.5975924334,0.087,1.0213649013,0,16332,2.1679249353,0.743216399,0.6661112962,24
Dallas Baptist University,TX,75211-9299,11,1,8497,2761,0.4143,0.5857,0.7162,71641,24,0.8985,40917,0.2714,0.563,0.555,0.6235741445,0.069,0.984582725,0,26387,1,0.7095317091,0.7073587161,12
Dallas Christian College,TX,75234-7299,21,0.3529,4619,193,0.5751,0.4249,0.449,69721,24,0.1305,32042,0.5519,0.783,0.1556,0.4915254237,0.162,1.0605509865,0,28261,1,0.9317803296,1.35349494,8
University of Dallas,TX,75062-4736,12,0.6234,7981,1469,0.4663,0.5337,0.8537,75912,19,0.4534,55833,0.261,0.4847,0.6859,0.7794970986,0.026,0.9263426793,1,21655,1,0.6399122406,0.8737118231,38
East Texas Baptist University,TX,75670-1498,32,1,6954,1359,0.4459,0.5541,0.6225,56363,20,0.5945,38223,0.4108,0.666,0.3913,0.6272855134,0.111,1.0078151199,0,22515,1,0.7765163943,0.8047283884,6
Texas A&M University-Texarkana,TX,75503,41,0.4709,8096,1712,0.3814,0.6186,0.587,44204,27,0.9356,18292,0.5153,0.5512,0.3051,0.5753968254,0.114,1.0259170607,0,10218,2.6572452229,0.676135227,0.6165535079,24
Texas A & M University-Commerce,TX,75428-3011,32,0.9804,8114,8329,0.4063,0.5937,0.6289,57562,25,0.4313,22432,0.462,0.5065,0.4153,0.5094114132,0.118,1.0347593577,0,13017,2.4143782094,0.803624152,0.6843523665,24
Miami International University of Art & Design-Art Institute Dallas,TX,75231-5993,11,0.0562,5870,475,0.4989,0.5011,0.625,69396,30,0.7249990528,29654,0.5245,0.5948,0.2037,0.2736477659,0.12,1.0302755246,0,21605,1,1.0215200218,0.9956096588,3
Hardin-Simmons University,TX,79698-0001,12,0.5263,7227,1687,0.4624,0.5376,0.6667,59593,21,0.8378,40160,0.3871,0.5846,0.4938,0.7140151515,0.076,0.9945699974,0,19509,1,0.8073718432,0.8601190476,14
Houston Baptist University,TX,77074-3298,11,0.4706,7519,2623,0.3439,0.6561,0.7065,72476,22,0.7105,42640,0.4459,0.5351,0.4237,0.5612144956,0.079,0.9885877492,0,19962,1,0.6061487732,0.5241579028,13
University of Houston-Downtown,TX,77002-1014,11,0.5212,8435,13028,0.3971,0.6029,0.7328,59551,26,0.8868,16863,0.4606,0.3566,0.2417,0.5054388597,0.075,1.0363990416,0,6848,2.4920447849,0.7508873248,0.658649859,20
University of Houston-Victoria,TX,77901,13,0.6308,8695,3306,0.3509,0.6491,0.6098,60679,26,0.5553,19031,0.4946,0.4804,0.1936,0.619266055,0.102,1.0304315791,0,8967,2.493585017,0.6628324946,0.5405946695,24
University of Houston,TX,77204-2018,11,0.8262,12273,37631,0.5,0.5,0.8483,68874,22,0.6498,22721,0.4051,0.3707,0.6038,0.6712161145,0.053,0.9715622747,0,12838,2.3586378918,0.5901731762,1,28
Howard Payne University,TX,76801-2794,33,1,5767,817,0.5435,0.4565,0.4315,55883,20,0.5385,39973,0.3202,0.5956,0.3933,0.6108527132,0.138,1.0257948128,0,22178,1,0.7541822836,1.1905805038,8
Huston-Tillotson University,TX,78702-2795,11,0.4889,6145,1112,0.3714,0.6286,0.555,57117,25,0.6251,23949,0.7256,0.9196,0.2564,0.3282674772,0.208,1.0691546585,0,16775,1,1.1839049199,0.5908367801,1
University of the Incarnate Word,TX,78209,11,0.4812,8447,5055,0.3947,0.6053,0.7292,59715,26,0.9377,44099,0.3992,0.5151,0.501,0.5689045936,0.066,1.0395164883,1,24784,1,0.8665622682,0.6520733521,38
Jarvis Christian College,TX,75765-1470,42,1,7398,849,0.4393,0.5607,0.4699,49930,22,0.6697840981,25223,0.8039,0.7728,0.1487,0.268389662,0.176,1.0827623285,0,14152,1,1.4633498326,0.7834849296,1
Lamar University,TX,77705,12,0.7875,8381,8302,0.4183,0.5817,0.656,53474,25,0.8381,20448,0.402,0.4328,0.3034,0.4935642406,0.076,1.0429865751,0,12311,2.1923710855,0.8831721733,0.719099192,24
Texas A & M International University,TX,78041-1900,11,0.5979,8494,7189,0.392,0.608,0.7861,43910,21,0.5415,13238,0.6446,0.4003,0.4639,0.5627813907,0.082,1.0024983994,0,3074,2.5402830702,0.568545373,0.6447368421,29
LeTourneau University,TX,75602,13,0.3797,6420,1776,0.5935,0.4065,0.7622,63985,27,0.4451,43406,0.2371,0.4052,0.6178,0.6457711443,0.067,0.9714500257,0,23196,1,0.8049997122,1.4600246002,6
Lubbock Christian University,TX,79407-2099,11,0.5657,6533,1332,0.3911,0.6089,0.7099,51468,24,0.9066,35023,0.3857,0.7929,0.4833,0.6549763033,0.078,1.0100499879,0,24128,1,0.8574760478,0.6423057973,14
University of Mary Hardin-Baylor,TX,76513-2599,23,1,7949,3333,0.3495,0.6505,0.6663,62566,22,0.8738,41426,0.4021,0.6762,0.4838,0.6684350133,0.085,0.9765562832,0,27099,1,0.7904721754,0.5372790161,13
McMurry University,TX,79697,12,0.9889,6627,1128,0.4823,0.5177,0.6986,52571,21,0.4546,40851,0.484,0.6879,0.3315,0.6183783784,0.148,1.0153005499,0,21450,1,0.8414197045,0.9316206297,5
Midwestern State University,TX,76308-2099,12,0.7639,7969,5170,0.3787,0.6213,0.6738,57712,23,0.7925,19481,0.4039,0.4775,0.4387,0.6297709924,0.078,1.0135404278,0,10045,1.2031038433,0.6696960076,0.6095284082,25
University of North Texas,TX,76203-1277,12,0.7321,10151,32159,0.4725,0.5275,0.7922,72891,22,0.7361,23462,0.3682,0.506,0.5469,0.641278213,0.073,1.0015586333,0,15086,1.9170590366,0.6506675515,0.8957345972,28
Our Lady of the Lake University,TX,78207-4689,11,0.4013,7064,1328,0.3148,0.6852,0.63,52505,23,0.6795,39529,0.58,0.6977,0.3975,0.5175023652,0.067,1.0332028828,1,17537,1,0.9147872671,0.4594279043,37
The University of Texas Rio Grande Valley,TX,78539-2999,12,0.8267,6354,24902,0.4272,0.5728,0.7648,35906,22,0.8016,13989,0.6243,0.3611,0.459,0.5556842308,0.048,1.0117507761,0,4514,2.2454500738,0.487090097,0.7458100559,29
Paul Quinn College,TX,75241,11,0.2667,5183,552,0.433,0.567,0.5738,52585,22,0.7916,19027,0.8055,0.8218,0.1963,0.2643312102,0.208,1.0747779065,0,13951,1,0.8975905304,0.7636684303,1
Prairie View A & M University,TX,77446,32,0.8439,8102,8109,0.3464,0.6536,0.663,57579,20,0.801,24668,0.6527,0.7291,0.3539,0.3583167331,0.141,1.0725181742,0,14582,2.3784535509,1.0655697081,0.5299877601,1
Rice University,TX,77005-1827,11,0.8311,16579,3978,0.5181,0.4819,0.9769,77707,19,0.0872,65150,0.1548,0.1295,0.9363,0.8981042654,0.01,0.7514453686,0,16999,1,0.3445155311,1.0751193194,36
Saint Edward's University,TX,78704-6489,11,0.4668,8991,3404,0.3769,0.6231,0.798,71197,21,0.8821,59409,0.4014,0.5561,0.6378,0.6953929539,0.054,0.9630874556,1,24833,1,0.7050727635,0.6048788316,38
University of St Thomas,TX,77006-4696,11,0.9602,7634,2047,0.3683,0.6317,0.84,71790,23,0.8728,44170,0.4019,0.3332,0.6185,0.6460767947,0.053,0.9731723322,1,18476,1,0.7045826053,0.5830299193,38
Sam Houston State University,TX,77340,32,0.7998,8058,18805,0.3789,0.6211,0.7538,63900,22,0.834,22120,0.4058,0.5263,0.5319,0.6414242728,0.084,1.0211879763,0,14617,2.1865042174,0.7132169576,0.6100466914,20
Schreiner University,TX,78028-5697,33,0.5344,6594,1168,0.4315,0.5685,0.6435,58273,23,0.9322,39205,0.3723,0.6566,0.4518,0.6567656766,0.105,0.9890999646,0,22370,1,0.8279758426,0.7590149516,14
St. Mary's University,TX,78228,11,0.6061,9768,2252,0.4436,0.5564,0.7414,56236,20,0.7863,41856,0.4252,0.5609,0.5801,0.6607744108,0.058,1.0227516875,1,19276,1,0.8473175863,0.7972681524,38
Southern Methodist University,TX,75275-0221,21,0.6703,13112,6679,0.5085,0.4915,0.9148,82038,20,0.4729,74306,0.1144,0.2207,0.7956,0.8014869888,0.043,0.8955463794,0,36222,1,0.4275036545,1.0345879959,34
Southwestern Assemblies of God University,TX,75165,21,0.529,5281,1630,0.4687,0.5313,0.6744,59789,24,0.8753,33819,0.5538,0.7139,0.4443,0.5515653775,0.164,1.0138711913,0,24982,1,0.9889339542,0.8821757952,5
Southwestern University,TX,78626,13,0.7019,8474,1507,0.4519,0.5481,0.8571,75446,20,0.4903,55886,0.2566,0.5105,0.7155,0.8682352941,0.039,0.9406083628,0,25470,1,0.6774402748,0.8244845831,30
Stephen F Austin State University,TX,75961,33,0.7183,7881,10230,0.3612,0.6388,0.7001,60702,21,0.6795,21677,0.3855,0.5209,0.502,0.5800996796,0.094,1.0240666223,0,13723,2.145183175,0.882083896,0.565435191,24
Texas State University,TX,78666,13,0.7482,8418,33917,0.4185,0.5815,0.7565,66830,21,0.8113,22791,0.3715,0.5088,0.5484,0.6211635364,0.068,0.9957148741,0,15230,2.1167186466,0.6353338201,0.7196904557,28
Southwestern Adventist University,TX,76059,31,1,6522,660,0.3894,0.6106,0.6772,57388,22,0.577,32356,0.4916,0.5947,0.4366,0.5635964912,0.088,1.0169146475,0,20329,1,0.7916472433,0.637733377,5
Sul Ross State University,TX,79832,33,0.6162,6613,1847,0.4034,0.5966,0.5233,40704,23,0.9963,20112,0.5381,0.4801,0.2482,0.5025041736,0.159,1.0366736658,0,11951,2.4479900068,0.6464422589,0.6761649346,24
Tarleton State University,TX,76401-0000,33,0.625,7651,11350,0.3799,0.6201,0.6523,55170,23,0.5577,21795,0.4031,0.5418,0.4776,0.6397022333,0.073,1.0133841805,0,18979,2.2444274615,0.6646370224,0.6126431221,24
Texas A & M University-Kingsville,TX,78363,32,0.7616,7281,5265,0.5132,0.4868,0.6496,45266,23,0.7726,22535,0.4531,0.5079,0.3828,0.5208659364,0.089,1.0471464077,0,13778,2.7021672504,0.6608469853,1.0542317173,24
Texas A & M University-College Station,TX,77843-1248,12,0.8739,12209,53119,0.5266,0.4734,0.9323,67194,20,0.5779,29341,0.2153,0.3054,0.8179,0.8520342823,0.029,0.8954113736,0,19057,3.1763350613,0.4617222005,1.1123785382,27
The University of Texas at Arlington,TX,76013,11,0.6238,9515,34422,0.385,0.615,0.7465,66876,27,0.8289,23217,0.3555,0.3808,0.5027,0.6315692929,0.058,0.9954620081,0,14246,2.5479166667,0.56742262,0.6260162602,28
The University of Texas at Austin,TX,78705,11,0.8219,13728,39783,0.4549,0.5451,0.9569,72284,20,0.3182,26254,0.2258,0.3465,0.841,0.8166432913,0.027,0.9029278276,0,18023,3.5408351811,0.5622282168,0.8345257751,27
The University of Texas at Dallas,TX,75080-3021,12,0.7284,12815,20972,0.5678,0.4322,0.8867,79361,22,0.7859,26401,0.3333,0.4029,0.7085,0.7079245283,0.049,0.9407338253,0,15232,2.8394584139,0.5115933658,1.3137436372,26
The University of Texas at El Paso,TX,79968-0691,11,0.6897,9258,21335,0.4611,0.5389,0.7538,46777,22,0.9999,17334,0.5735,0.3958,0.3822,0.5426581544,0.105,1.028596246,0,8920,2.6770003275,0.792941702,0.8556318426,20
The University of Texas at Tyler,TX,75799-6699,12,0.7235,8298,6616,0.4217,0.5783,0.7075,53622,24,0.8319,20371,0.3326,0.3446,0.4343,0.6530445443,0.066,1.0051423279,0,10974,2.6026080988,0.6117582818,0.7292062943,21
Texas Christian University,TX,76129,11,0.9973,12116,9442,0.4163,0.5837,0.9127,76266,20,0.4712,65234,0.1405,0.287,0.8253,0.8316582915,0.034,0.9039526133,0,36811,1,0.5218100285,0.7132088402,34
Texas College,TX,75702,12,0.6667,4517,940,0.5436,0.4564,0.4562,47120,22,0.7348781661,19940,0.2179,0.2159,0.1144,0.2368421053,0.191,1.0806621632,0,14088,1,1.2341325811,1.1910604733,8
Texas Lutheran University,TX,78155-5999,31,0.6454,7274,1407,0.4911,0.5089,0.7308,65468,20,0.5575,41662,0.3643,0.6244,0.5435,0.7294117647,0.091,0.9944583944,0,19223,1,0.6931563019,0.9650225978,13
The University of Texas Permian Basin,TX,79762-0001,12,0.5599,8108,3423,0.4385,0.5615,0.6336,47475,26,0.8832,18098,0.3127,0.3938,0.4047,0.6538461538,0.104,0.9923667401,0,10092,1.1260126013,0.4861216654,0.7809439003,25
The University of Texas at San Antonio,TX,78249-1644,11,0.7141,9488,27573,0.4968,0.5032,0.7346,63798,21,0.7659,21177,0.4404,0.4918,0.4085,0.6173460686,0.072,1.0084077124,0,13853,2.4525538611,0.7325723283,0.987281399,28
Texas Southern University,TX,77004,11,0.6541,7726,7092,0.4057,0.5943,0.5269,53781,22,0.9086,24201,0.6511,0.6606,0.2217,0.299782909,0.09,1.0834861468,0,19430,2.3801373596,1.2622801784,0.6826518593,1
Texas Tech University,TX,79409-5005,11,0.8693,9558,31172,0.5229,0.4771,0.8671,65284,21,0.6891,24054,0.269,0.4158,0.6055,0.7178258328,0.065,0.9784613912,0,17571,2.0709677419,0.5903995893,1.0959966464,26
Texas Wesleyan University,TX,76105-1536,11,0.3684,7893,1483,0.4646,0.5354,0.5168,62890,24,0.4207,46996,0.5179,0.5977,0.3382,0.527014218,0.059,1.0256566125,0,23473,1,0.7066339962,0.8677624206,6
Texas Woman's University,TX,76204,12,0.9723,8788,9418,0.1016,0.8984,0.7302,69739,24,0.9323,18715,0.3876,0.4581,0.4305,0.6170011806,0.067,1.0144577196,0,9617,2.2779460005,0.6899686268,0.1130899377,16
Trinity University,TX,78212-7200,11,0.7473,10992,2428,0.4757,0.5243,0.9232,78650,19,0.2876,58840,0.1657,0.3367,0.7635,0.9309734513,0.018,0.8993215173,0,24669,1,0.5806476307,0.9073049781,34
Wayland Baptist University,TX,79072,33,1,3909,2812,0.4932,0.5068,0.4128,52818,29,0.9748,32915,0.3832,0.48,0.234,0.5550405562,0.064,1.0149383076,0,25152,1,0.7355311518,0.9731649566,25
West Texas A & M University,TX,79016-0001,31,0.7629,7863,7338,0.4219,0.5781,0.6838,51385,22,0.6895,20150,0.3808,0.47,0.4452,0.6541843048,0.089,1.0109530715,0,12761,1.1728334358,0.6777585868,0.7298045321,25
Wiley College,TX,75670,32,0.5942,4828,711,0.443,0.557,0.5122,46196,25,0.6337355115,23906,0.7405,0.6683,0.3677,0.2998872604,0.222,1.07789276,0,17666,1,1.3564691878,0.7953321364,1
Brigham Young University,UT,84602,12,0.7226,11371,31292,0.4979,0.5021,0.9035,64914,21,0.6749,18484,0.3649,0.14,0.8212,0.8431547089,0.017,0.8541875476,0,13322,1,0.3769583951,0.9916351324,28
Brigham Young University-Hawaii,HI,96762-1294,31,0.9927,9283,2974,0.3806,0.6194,0.6094,69190,21,0.9733,18862,0.2343,0.1474,0.6429,0.7525252525,0.053,0.9066221594,0,14051,1,0.3447960676,0.6144656119,25
Eagle Gate College-Murray,UT,84123-6965,21,0.2105,2266,215,0.1116,0.8884,0.7333,64280,29,0.4889171623,24061,0.5659,0.0976,0.7652,0.351798972,0.163,1.0129176633,0,18153,1,0.9876550699,0.1256190905,11
Southern Utah University,UT,84720,33,0.7198,7217,7534,0.4473,0.5527,0.7362,55546,22,0.7835,19800,0.3092,0.4606,0.497,0.7191332788,0.063,0.9432122227,0,14285,3.0407680945,0.488136379,0.809299801,21
Utah State University,UT,84322-1400,13,0.9551,9439,20913,0.459,0.541,0.7352,60534,23,0.9095,19223,0.3361,0.275,0.5193,0.7764633584,0.052,0.9300153731,0,13634,2.7424422756,0.5452887056,0.8484288355,20
Utah Valley University,UT,84058-5999,13,0.4194,8296,28314,0.5404,0.4596,0.6466,65815,23,0.7712923615,13697,0.2954,0.144,0.3333,0.6599101348,0.059,0.9818385368,0,9159,2.8470790378,0.7025107494,1.1758050479,20
University of Utah,UT,84112-9008,12,0.9767,10813,23432,0.5308,0.4692,0.8894,69474,23,0.6212,20948,0.257,0.2866,0.6951,0.7695118386,0.026,0.9446162709,0,14773,3.1596053395,0.5694008912,1.1312872975,26
Westminster College,UT,84105,12,1,8091,1716,0.3875,0.6125,0.7981,70649,22,0.9184,45799,0.2769,0.4416,0.5923,0.7865853659,0.032,0.9067821113,0,20674,1,0.6275965703,0.6326530612,12
Bennington College,VT,05201-6003,32,0.4793,9997,698,0.3467,0.6533,0.8283,77879,20,0.6079,73133,0.2231,0.502,0.7507,0.8507462687,0.042,0.9037424582,0,29325,1,0.6109150149,0.5306903413,30
Castleton University,VT,5735,32,1,6777,1829,0.4653,0.5347,0.6611,61392,20,0.8379,24717,0.3668,0.686,0.5491,0.7922874671,0.064,0.9712503153,0,17637,2.3376102646,0.6613192252,0.870207593,22
Champlain College,VT,5401,13,0.9924,8597,3605,0.5956,0.4044,0.8246,72226,26,0.8515,59199,0.2308,0.5321,0.6454,0.8385185185,0.042,0.9391462556,0,33561,1,0.5506130881,1.4727992087,30
Goddard College,VT,05667-9432,42,1,5090,165,0.2364,0.7636,0.8,61220,31,1,29957,0.617,0.7128,0.5217,0.6181818182,0.042,1.0072637129,0,23873,1,0.9666757567,0.3095861708,15
Northern Vermont University,VT,05656-9464,42,1,6881,1897,0.4149,0.5851,0.6227,60809,24,0.7778,24294,0.4601,0.6412,0.3963,0.6846361186,0.108,0.9948223669,0,15749,2.1032039929,0.8381468704,0.7091095539,24
Middlebury College,VT,5753,32,0.8629,11784,2555,0.4705,0.5295,0.9443,77169,20,0.1536,71980,0.1564,0.2317,0.9195,0.8737623762,0.01,0.8232222528,0,25656,1,0.4853411797,0.8885741265,34
Norwich University,VT,05663-1035,32,0.4214,7619,3196,0.761,0.239,0.8006,68974,21,0.7507,57596,0.2668,0.5449,0.6137,0.8289855072,0.056,0.9221931946,0,24701,1,0.6352496698,3.1841004184,32
Saint Michael's College,VT,5439,22,1,8367,1551,0.4597,0.5403,0.8281,75427,19,0.8309,59582,0.1665,0.5826,0.7966,0.922705314,0.023,0.8997696829,1,27927,1,0.5882244812,0.8508236165,38
University of Vermont,VT,05405-0160,13,0.7786,10594,10700,0.4067,0.5933,0.873,74257,20,0.673,33467,0.1544,0.424,0.7644,0.8761955367,0.024,0.8850736079,0,18982,2.3236889693,0.4765730964,0.6854879488,23
Averett University,VA,24541,32,1,6038,884,0.5645,0.4355,0.6838,58009,24,0.6495,46388,0.4527,0.7586,0.4187,0.5679475164,0.089,1.0181154649,0,23516,1,0.8408076187,1.2962112514,7
Bluefield College,VA,24605,32,0.4273,5369,829,0.4608,0.5392,0.5288,55033,26,0.9941,37295,0.5085,0.7383,0.3134,0.586645469,0.121,1.023795597,0,23158,1,0.7073588135,0.8545994065,14
Bridgewater College,VA,22812-1599,23,0.7688,6854,1709,0.4482,0.5518,0.7203,65460,19,0.6729,50136,0.3132,0.7281,0.6167,0.8080415045,0.053,0.9457971522,0,17929,1,0.6852159468,0.8122508155,13
William & Mary,VA,23187-8795,23,0.8056,11395,6240,0.4197,0.5803,0.9462,83534,19,0.3768,39221,0.1176,0.2512,0.906,0.88202692,0.01,0.8460919244,0,19800,1.9829862875,0.4210249834,0.7232465966,34
Regent University,VA,23464,11,0.7419,8146,4121,0.3936,0.6064,0.7756,64029,33,0.8554,28997,0.5381,0.7187,0.5793,0.5021949078,0.065,1.0223880124,0,15267,1,0.8510740315,0.6490765172,14
Christopher Newport University,VA,23606-3072,12,0.621,9015,4826,0.4467,0.5533,0.8445,79798,19,0.7189,30802,0.139,0.4624,0.7513,0.8258609487,0.013,0.9226584697,0,25596,1.8621013133,0.5600886837,0.8073377914,23
Emory & Henry College,VA,24327-0947,41,1,7038,999,0.4885,0.5115,0.7649,53554,19,0.7309,49575,0.4351,0.714,0.5669,0.7618110236,0.11,0.9850393734,0,18593,1,0.8235294118,0.9550342131,13
Eastern Mennonite University,VA,22802-2462,13,1,5842,967,0.3837,0.6163,0.845,59648,22,0.646,50236,0.3077,0.5923,0.588,0.8433098592,0.068,0.9392845414,0,23763,1,0.7845984495,0.6225864027,12
Ferrum College,VA,24088-9000,42,1,5771,1044,0.5728,0.4272,0.5433,59937,19,0.7316,47923,0.5961,0.8434,0.2812,0.5606820461,0.152,1.0427597263,0,22159,1,1.0317223548,1.34082397,5
George Mason University,VA,22030-4444,21,0.5215,11489,26013,0.5062,0.4938,0.8638,95275,22,0.8674,26773,0.2953,0.429,0.7034,0.7832995794,0.026,0.9237051117,0,21048,2.8672397326,0.4765072262,1.0251113811,26
Hampden-Sydney College,VA,23943-0128,42,0.9115,8395,993,0.995,0.005,0.7918,68823,19,0.5743,62174,0.1623,0.5578,0.6651,0.7903225806,0.044,0.8978112173,0,31227,1,0.504232497,199,32
Hampton University,VA,23668-0099,12,1,7495,3705,0.3406,0.6594,0.7549,65714,20,0.36,42334,0.3593,0.6642,0.5877,0.4953051643,0.095,1.0686029397,0,31307,1,0.7446727259,0.516530179,31
Hollins University,VA,24020,22,0.6538,6824,666,0,1,0.8894,65801,20,0.7124,55101,0.3639,0.6716,0.6095,0.6037296037,0.041,0.9862759661,0,20603,1,0.9869609942,0,18
James Madison University,VA,22807,13,0.7926,9212,19655,0.4218,0.5782,0.8911,81580,20,0.7675,27221,0.1496,0.3666,0.8405,0.8810848401,0.023,0.8977985203,0,22169,2.384564968,0.4844290657,0.7295053615,26
Liberty University,VA,24515,13,0.4001,5875,46438,0.4171,0.5829,0.8147,62401,30,0.5106,39490,0.4342,0.5665,0.4868,0.4466326884,0.085,1.0148586798,0,28903,1,0.9203189131,0.7155601304,28
Longwood University,VA,23909,33,1,7778,3618,0.3259,0.6741,0.7508,69841,20,0.8989,27100,0.2655,0.5301,0.6702,0.8236842105,0.055,0.9640009352,0,19462,2.1804733728,0.7072597493,0.4834594274,23
University of Lynchburg,VA,24501-3113,13,0.6484,7803,1850,0.3924,0.6076,0.7481,73876,20,0.9104,52529,0.2859,0.6652,0.5969,0.7528301887,0.052,0.9855390455,0,23207,1,0.7678318852,0.6458196182,13
Mary Baldwin University,VA,24401,13,0.2559,6909,1367,0.1851,0.8149,0.6423,62187,25,0.8439,43325,0.5569,0.6903,0.4292,0.5969626168,0.075,1.0363060429,0,16982,1,1.0481562042,0.2271444349,16
University of Mary Washington,VA,22401-5300,22,0.6456,8402,4160,0.3606,0.6394,0.8011,83782,21,0.7473,27127,0.1995,0.4227,0.6508,0.8467213115,0.03,0.9286598417,0,21907,2.237829691,0.5241795728,0.5639662183,23
Marymount University,VA,22207-4299,12,0.4519,8498,2127,0.3493,0.6507,0.7174,89815,22,0.8101,47854,0.2689,0.4775,0.5792,0.7218487395,0.034,0.9748368185,1,26078,1,0.591434725,0.5368065161,38
Norfolk State University,VA,23504-8000,12,1,8405,5083,0.3335,0.6665,0.7446,56695,23,0.9169,24430,0.6547,0.7303,0.3671,0.3268365817,0.127,1.0853737316,0,12645,2.1606734567,1.177700524,0.5003750938,1
Old Dominion University,VA,23529,12,0.9559,8778,18965,0.4456,0.5544,0.7972,63797,23,0.8933,24935,0.3923,0.5555,0.5222,0.5784864724,0.07,1.0091150769,0,16493,2.8876404494,0.7078586094,0.8037518038,20
Radford University,VA,24142,23,0.6706,8327,7214,0.3934,0.6066,0.7139,67375,20,0.7532,23893,0.3729,0.6582,0.574,0.7712437518,0.055,0.9753983902,0,16447,2.0644933921,0.6152869023,0.6485328058,22
Randolph-Macon College,VA,23005-5505,21,0.6389,8453,1530,0.4745,0.5255,0.8381,76295,19,0.7089,54811,0.2023,0.6001,0.6671,0.8,0.022,0.946737801,0,26370,1,0.6192763849,0.9029495718,30
Randolph College,VA,24503-1555,13,1,8399,547,0.3876,0.6124,0.6807,68832,20,0.8955,57365,0.3667,0.7283,0.5505,0.7183673469,0.068,0.9417426022,0,20625,1,0.7238971214,0.6329196604,13
Bon Secours Memorial College of Nursing,VA,23227-1149,21,0.6905,7759,448,0.067,0.933,0.8674277819,70965,29,0.6996208425,55989.201213,0.1245,0.5022,0.8571,0.8072916667,0.014,0.9503653393,1,27650.101826,1,0.6489292667,0.0718113612,39
University of Richmond,VA,23173,12,0.6913,12179,3110,0.4756,0.5244,0.935,83716,20,0.2833,66905,0.1833,0.3572,0.8793,0.7874109264,0.012,0.842265912,0,25838,1,0.3895541769,0.9069412662,34
